Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount
Diana,purus.ac.tellus@parturientmontesnascetur.org,USA,0,60,81565.95967000001,9072.063059,544291.9504,56991.47402000001
Todd,egestas.a@vel.ca,USA,0,44,65364.06334,7839.414395999999,579640.7982,52938.650910000004
Zephania,montes@sedsem.ca,USA,1,39,65019.15701,4931.56016,341330.7344,30511.23474
Brock,Vivamus.nisi@elitpharetraut.ca,USA,1,42,58243.17992,15149.034259999999,649323.7878,36994.81936
Avye,Cras@eros.net,USA,0,32,73558.87333999999,11164.52652,301245.7708,24291.247929999998
Serena,odio.Nam@estac.ca,USA,1,52,66088.02369,6769.181833,557098.9636,44331.37361
Barclay,diam.Proin@ut.edu,USA,0,56,54441.72437,4362.720324,432850.4157,43791.69071
Isabella,et.magnis@necmetus.ca,USA,1,41,60101.79725,12989.36784,340720.5185,36691.554710000004
Mia,sed.est@afelisullamcorper.edu,USA,1,51,50153.43545,6596.01369,266939.1746,33576.70996
Chester,Integer@odioauctor.co.uk,USA,0,58,61430.93415,11561.07365,421891.846,52653.88052
Isaac,pretium.aliquet.metus@pretiumneque.com,USA,0,51,65846.5096,9141.668545,531840.3342,45982.44567
Heather,erat.Etiam@elementum.org,USA,1,29,55433.61187000001,10769.750590000001,276466.6203,11081.113669999999
Justine,orci.adipiscing@penatibuset.com,USA,1,53,62979.60196,14297.25366,247421.9185,51280.67953
Bert,sem.Pellentesque@quis.net,USA,0,43,76523.33258,10373.00856,620355.2658,51526.876970000005
Gil,Phasellus.fermentum@dictumplacerataugue.net,USA,0,62,63956.1618,16978.52745,360787.6401,59773.132939999996
Dolan,ipsum.Phasellus@egestasblanditNam.edu,USA,1,60,39460.00348,8769.290288,571245.3714,57337.74443
Cheryl,iaculis.enim@nislelementum.edu,USA,1,37,66923.43536,8611.468093000001,522814.81700000004,35976.64123
Courtney,porttitor.tellus@elitelit.org,USA,0,43,50051.14039,893.2353408,347177.8367,29914.53423
Neville,felis.Nulla@mi.ca,USA,0,42,61575.9502,594.8049491,497197.26399999997,49270.62412
Gloria,Curabitur.egestas.nunc@fermentumfermentum.ca,USA,0,55,64430.073979999994,6924.106833,664862.0102,48088.40327
Jonah,augue@risusNuncac.co.uk,USA,1,46,63722.001639999995,10711.44472,316128.4002,51053.47071
Merrill,dolor.sit@turpisIn.com,USA,1,50,78518.21527,10072.482979999999,294506.0844,52241.16947
Nolan,Donec.at@neccursus.co.uk,USA,0,55,72424.80112,9831.184792,523680.7699,53401.67886
Winter,egestas.urna.justo@maurissagittis.edu,USA,0,43,77665.17195,13308.87932,349588.5608,35408.66427
Rigel,egestas.blandit.Nam@semvitaealiquam.com,USA,0,52,77345.61632999999,6736.751679999999,665099.139,68410.26862
Walter,ligula@Cumsociis.ca,USA,0,41,71942.40291,6995.902523999999,541670.1016,53963.443419999996
Vanna,Cum.sociis.natoque@Sedmolestie.edu,USA,1,38,56039.49793,12301.45679,360419.0988,37865.41456999999
Pearl,penatibus.et@massanonante.com,USA,1,54,68888.77805,10611.60686,764531.3203,56282.28887999999
Nell,Quisque.varius@arcuVivamussit.net,USA,1,59,49811.99062,14013.03451,337826.6382,35436.15353
Marla,Camaron.marla@hotmail.com,USA,1,47,61370.67766,9391.341628,462946.4924,48831.225660000004
